history_id,station_name,province,lon,lat,elev (m),HDD (degC-day),Tmean (degC),Tmax (degC),Tmin (degC)
300,PACHENA POINT,BC,-125.097,48.7228,37,3112.227778,9.544158337,19.59047619,-1.452380952
302,PORT ALBERNI A,BC,-124.833,49.25,2,3076.738462,9.6459515,22.93846154,-6.292307692
309,QUATSINO,BC,-127.653,50.5336,3,3144.111111,9.364197133,19.62380952,-2.895238095
310,QUATSINO LIGHTSTATION,BC,-128.033,50.4411,21,2912.358333,10.03445475,20.54166667,-2.1875
319,TOFINO A,BC,-125.773,49.0822,24,3108.33871,9.528433071,20.07428571,-1.714285714
354,GIBSONS GOWER POINT,BC,-123.541,49.3856,34,2782.488889,10.60092423,22.78888889,-3.811111111
365,MALIBU JERVIS INLET,BC,-123.854,50.165,18,2981.053846,10.22996685,24.03846154,-3.153846154
366,MERRY ISLAND LIGHTSTATION,BC,-123.913,49.4675,7,2589.84,11.12061189,22.55,-1.918181818
376,POWELL RIVER A,BC,-124.5,49.8342,130,3080.424138,9.653890079,22.025,-4.615625
391,SQUAMISH STP,BC,-123.15,49.7333,6,2988.47,9.626522593,23.41818182,-7.909090909
392,SQUAMISH STP CENTRAL,BC,-123.16,49.6983,4,2971.314286,10.16762989,23.42666667,-6.053333333
393,SQUAMISH UPPER,BC,-123.281,49.8958,46,3384.48,8.934419302,23.485,-10.03
395,SQUAMISH AIRPORT,BC,-123.161,49.7832,54,3244.09375,9.5979546,23.075,-7.255
399,TEXADA ISLAND A,BC,-124.517,49.7,97,3060.622222,9.922141749,22.96,-5.54
402,WHISTLER,BC,-122.955,50.1289,658,4187.678261,6.752671756,22.76666667,-15.60740741
409,CAPE ST JAMES,BC,-131.017,51.9333,92,3293.12,9.025539014,17.23636364,-3.8
417,LANGARA,BC,-133.058,54.2552,43,3653.989474,7.838304293,16.06363636,-4.136363636
432,SANDSPIT A,BC,-131.813,53.2539,6,3357.94,8.622509892,18.6826087,-4.408695652
439,TLELL,BC,-131.95,53.5,5,3659.16875,7.965582979,18.97058824,-6.417647059
440,SEWALL MASSET INLET,BC,-132.299,53.7637,3,3624.488889,8.67956295,19.8,-5.181818182
441,ADDENBROKE ISLAND,BC,-127.864,51.6035,21,3185.531034,9.33357549,18.759375,-4.096875
449,BELLA COOLA,BC,-126.685,52.3706,18,3580.342857,8.25103182,21.93333333,-13.19333333
450,BELLA COOLA A,BC,-126.596,52.3875,36,3462.130435,8.692294013,22.72758621,-12.67931034
455,BOAT BLUFF,BC,-128.524,52.6431,11,3338.262069,8.766948357,21.75666667,-5.936666667
456,BONILLA ISLAND,BC,-130.638,53.4928,16,3335.703448,8.86818702,16.66,-5.29
462,DRYAD POINT,BC,-128.112,52.185,4,3108.15,9.449984306,20.45172414,-4.951724138
464,EGG ISLAND,BC,-127.835,51.2472,14,3387.05,8.769778723,16.5826087,-3.8
469,GREEN ISLAND,BC,-130.708,54.5686,12,3456.996154,8.614949923,18.57931034,-6.713793103
474,IVORY ISLAND,BC,-128.407,52.2697,10,3233.776,9.169223292,19.32307692,-4.423076923
476,KILDALA,BC,-128.483,53.8333,31,4045.807143,7.103822222,21.75625,-14.60625
481,KITIMAT TOWNSITE,BC,-128.634,54.0536,98,3880.092857,7.355786374,23.91333333,-15.15333333
489,MCINNES ISLAND,BC,-128.719,52.2617,26,3290.593333,9.167682807,17.48235294,-5.017647059
500,PRINCE RUPERT A,BC,-130.445,54.2925,35,3778.771429,7.673052109,17.74285714,-9.657142857
517,STEWART A,BC,-129.985,55.9361,7,4294.4,6.208338674,20.51851852,-14.85185185
520,STUIE TWEEDSMUIR LODGE,BC,-126.067,52.3681,162,3664.736364,8.276819698,24.53333333,-15.9625
522,TERRACE A,BC,-128.577,54.4664,217,4247.357143,6.516168568,22.98275862,-17.13793103
523,TERRACE PCC,BC,-128.625,54.5019,67,3885.632258,7.467722356,22.65757576,-14.64242424
529,TRIPLE ISLAND,BC,-130.88,54.2947,21,3407.325,8.585019558,16.62666667,-4.786666667
541,BABINE LAKE PINKUT CREEK,BC,-125.46,54.4464,713,5177.561905,3.886099865,21.06818182,-24.13181818
550,HAZELTON TEMLEHAN,BC,-127.733,55.2,122,4852.925,4.828418231,20.64615385,-29.33076923
572,ROSSWOOD,BC,-128.8,54.85,183,4277.818182,6.309402099,22.02727273,-20.24545455
575,SMITHERS A,BC,-127.183,54.8247,522,5035.487097,4.307678068,20.921875,-24.45
584,TOPLEY LANDING,BC,-126.163,54.8158,722,5287.55,3.407922781,21.05555556,-26.31481481
611,KLEENA KLEENE 2,BC,-124.99,51.9778,914,5447.771429,3.191250138,20.325,-28.54375
626,OOTSA L SKINS L SPILLWAY,BC,-125.997,53.7722,861,5328.275,3.07199564,19.39545455,-24.43636364
629,PEMBERTON AIRPORT CS,BC,-122.734,50.3056,204,3626.815385,8.676391781,23.11176471,-13.28823529
642,TAHTSA LAKE WEST,BC,-127.7,53.6167,863,5524.5,2.711392783,18.04444444,-21.86666667
643,TAKYSIE LAKE,BC,-125.87,53.8725,884,5882.464286,2.03664362,19.4,-27.57857143
647,TATLAYOKO LAKE,BC,-124.405,51.6747,870,5086.322222,4.231286182,19.61111111,-27.15555556
655,BARKERVILLE,BC,-121.515,53.0692,1283,5722.05,1.953878517,18.79411765,-26.46470588
662,BURNS LAKE DECKER LAKE,BC,-125.959,54.3832,713,5780.75,2.190701999,16.54166667,-29.65
664,CAMILLE LAKE,BC,-121.967,52.4167,857,5213.069231,3.579868631,20.57857143,-30.92142857
667,CRESCENT SPUR,BC,-120.7,53.6,686,4647.1,5.536513995,21.4,-24.54
672,DUNSTER,BC,-119.85,53.1333,725,4908.091667,4.472775837,19.93846154,-29.87692308
678,FORT FRASER 13S,BC,-124.583,53.8833,701,5433.2375,3.192690726,20.73333333,-31.64444444
679,FORT ST JAMES,BC,-124.286,54.4553,691,5311.5,3.588721234,21.44375,-30.21875
680,FORT ST JAMES A,BC,-124.25,54.4167,716,5476.522222,2.940599769,19.9,-30.4
684,HIXON,BC,-122.699,53.5314,551,4679.4625,5.340144866,22.47647059,-28.83529412
699,LIKELY,BC,-121.533,52.6,724,4865.655556,4.783474479,20.95555556,-25.75555556
703,MCBRIDE ELDER CREEK,BC,-120.353,53.4234,733,4665.144444,4.782365809,20.65555556,-25.17777778
705,MCBRIDE NORTH,BC,-120.25,53.3667,771,4939.45,4.607521673,21.73333333,-25.73333333
711,MOUNT ROBSON RANCH,BC,-119.233,53.0167,869,5331.733333,3.729203085,21.26666667,-27.68888889
724,PRINCE GEORGE A,BC,-122.679,53.8908,691,5042.236,4.321656962,21.9,-29.4
728,PRINCE GEORGE 15NW,BC,-122.736,54.0531,762,5315.392857,3.559553012,21.57333333,-29.2
731,PRINCE GEORGE STP,BC,-122.767,53.88,579,4704.045,5.417484568,21.31428571,-26.7047619
737,QUESNEL A,BC,-122.51,53.0261,545,4644.89,5.341975158,22.66190476,-27.12380952
747,SPOKIN LAKE 4E,BC,-121.686,52.1836,1033,5462.356,3.065652554,19.61538462,-27.72307692
752,TWAN CREEK,BC,-122.617,52.4664,914,5470.271429,3.119760692,20.62,-30.3
759,WILLIAMS LAKE A,BC,-122.054,52.1831,940,4978.775862,4.499377916,22.37333333,-27.16333333
763,WILLIAMS LAKE RIVER,BC,-122.149,52.1281,585,4319.793333,6.483658994,24.12,-27.04
767,VANDERHOOF,BC,-124.017,54.0333,638,5049.2,4.488326727,19.84545455,-31.88181818
772,FRASER LAKE NORTH SHORE,BC,-124.847,54.0783,674,5238.478261,3.775062826,21.92962963,-29.55925926
779,WINEGLASS RANCH,BC,-122.65,51.85,488,4351.4,6.428519279,24.975,-27.53333333
782,ABBOTSFORD A,BC,-122.36,49.0253,59,2850.221429,10.3964226,24.32413793,-7.489655172
789,AGASSIZ CDA,BC,-121.76,49.2431,15,2840.869231,10.94643466,26.03846154,-10.07692308
804,BUNTZEN BAY,BC,-122.863,49.3847,10,2783.911111,10.65239421,23.36363636,-2.872727273
814,BURNABY MTN TERMINAL,BC,-122.933,49.2667,137,2775.64,10.79844991,25.96,-6.6
827,CHILLIWACK,BC,-121.925,49.1722,11,2757.84375,10.91001817,24.38095238,-6.552380952
838,CLOVERDALE EAST,BC,-122.698,49.1092,50,2682.255556,11.79141287,22.65454545,-4.654545455
