history_id,station_name,province,lon,lat,elev (m),TJan2.5 (degC),TJan1.0 (degC)
5721,LAGOON CITY,ON,-79.2167,44.5472,221,-24.5,-27
5685,COLLINGWOOD,ON,-80.2167,44.5,180,-18.3,-20.737
5774,BARRIE-ORO,ON,-79.55,44.4833,289,-24.8675,-27.8
7979,KEJIMKUJIK 1,NS,-65.2031,44.4031,125,-17.5,-19.3
8004,LUNENBURG,NS,-64.2961,44.36,4,-14.5,-16.1
7901,BRIER ISLAND,NS,-66.3467,44.2858,16,-12.7,-14.043
6520,TRENTON A,ON,-77.5333,44.1167,86,-22.4,-24.887
8146,WESTERN HEAD,NS,-64.6642,43.99,10,-15.6,-17.7
6138,MOUNT FOREST (AUT),ON,-80.75,43.9833,415,-21,-23.9
6242,COBOURG (AUT),ON,-78.1667,43.95,78,-19.7,-21.9
8080,SABLE ISLAND,NS,-60.0094,43.9322,5,-8.7,-10.3
6551,TORONTO BUTTONVILLE A,ON,-79.37,43.8622,198,-20.3,-22.9
6398,POINT PETRE (AUT),ON,-77.15,43.8333,79,-20,-22.3
8164,YARMOUTH A,NS,-66.0886,43.8308,43,-14,-15.7
5851,GODERICH,ON,-81.7167,43.7667,214,-16.7,-19.2
8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,-19.1,-21.4
6438,TORONTO CITY,ON,-79.4,43.6667,113,-17.1,-19.4
64396479,TORONTO ISLAND A COMPOSITE,ON,-79.39555,43.62805,77,-16.6,-18.9
6279,HAMILTON RBG CS,ON,-79.9083,43.2917,102,-17.5,-19.9
6025,VINELAND STATION RCS,ON,-79.4,43.1833,79,-15.3,-16.8
6273,HAMILTON A,ON,-79.9342,43.1717,238,-18.5,-20.5
61218792,LONDON CS COMPOSITE,ON,-81.15055,43.0332,278,-18.9,-21.1
5991,RIDGETOWN RCS,ON,-81.8833,42.45,206,-19.2975,-21.8
6038,WINDSOR A,ON,-82.9556,42.2756,190,-16.6,-19
6049,ERIEAU (AUT),ON,-81.9001,42.2501,178,-15,-17.1
5945,HARROW CDA AUTO,ON,-82.9,42.0333,191,-15.8,-18.4
